"ID","Age","Genre","Education","CurrentRegime","ConsoRed","ConsoTransfo","ConsoPoultry","QIntentionsConsoT0","QIntentionsTransfoT0","QTransfoIntensityT0","QIntentionsRedT0","QRedIntensityT0","QIntentionsPoulT0","QPoulIntensityT0","Failed_Attention_DB1","QIntentionsConsoT1","QIntentionsTransfoT1","QTransfoIntensityT1","QIntentionsRedT1","QRedIntensityT1","QIntentionsPoulT1","QPoulIntensityT1","consultation_duration","MixedOpinions","ID_Group","DBAttitudesT0.DB1.","DBAttitudesT0.DB2.","DBAttitudesT0.DB3.","DBAttitudesT0.DB4.","DBAttitudesT0.DB5.","DBAttitudesT0.DB6.","DBAttitudesT0.DB7.","DBAttitudesT0.DB8.","DBAttitudesT0.DB9.","DBAttitudesT0.DB10.","DBAttitudesT0.DB11.","DBAttitudesT0.DB12.","DBAttitudesT0.DB13.","DBAttitudesT0.DB14.","DBAttitudesT0.DB15.","DBAttitudesT0.DB16.","DBAttitudesT0.DB17.","DBAttitudesT0.DB18.","DBAttitudesT0.DB19.","DBAttitudesT0.DB20.","DBAttitudesT0.DB21.","DBAttitudesT0.DB22.","DBAttitudesT0.DB23.","DBAttitudesT1.DB1.","DBAttitudesT1.DB2.","DBAttitudesT1.DB3.","DBAttitudesT1.DB4.","DBAttitudesT1.DB5.","DBAttitudesT1.DB6.","DBAttitudesT1.DB7.","DBAttitudesT1.DB8.","DBAttitudesT1.DB9.","DBAttitudesT1.DB10.","DBAttitudesT1.DB11.","DBAttitudesT1.DB12.","DBAttitudesT1.DB13.","DBAttitudesT1.DB14.","DBAttitudesT1.DB15.","DBAttitudesT1.DB16.","DBAttitudesT1.DB17.","DBAttitudesT1.DB18.","DBAttitudesT1.DB19.","DBAttitudesT1.DB20.","DBAttitudesT1.DB21.","DBAttitudesT1.DB22.","DBAttitudesT1.DB23.","Failed_Attention_DB2","QIntentionsTransfoT2","QTransfoIntensityT2","QIntentionsRedT2","QRedIntensityT2","DebateCondition","DBAttitudesT2.DB1.","DBAttitudesT2.DB2.","DBAttitudesT2.DB3.","DBAttitudesT2.DB4.","DBAttitudesT2.DB5.","DBAttitudesT2.DB6.","DBAttitudesT2.DB7.","DBAttitudesT2.DB8.","DBAttitudesT2.DB9.","DBAttitudesT2.DB10.","DBAttitudesT2.DB11.","DBAttitudesT2.DB12.","DBAttitudesT2.DB13.","DBAttitudesT2.DB14.","DBAttitudesT2.DB15.","DBAttitudesT2.DB16.","DBAttitudesT2.DB17.","DBAttitudesT2.DB18.","DBAttitudesT2.DB19.","DBAttitudesT2.DB20.","DBAttitudesT2.DB21.","DBAttitudesT2.DB22.","DBAttitudesT2.DB23.","TransformedNumberTotalBefore","TransformedQuantTotalBefore","RedNumberTotalBefore","RedQuantTotalBefore","PoultryNumberTotalBefore","PoultryQuantTotalBefore","FishNumberTotalBefore","TotalTargetMeatBefore","TotalQuantTargetMeatBefore","Physical1","Nature1","QuantityRed1","QuantityTransfo1","QuantityPoultry1","QuantityFish1","QuantityAnimals1","QuantityVegetals1","Context1","DBAttitudesT3.DB1.","DBAttitudesT3.DB2.","DBAttitudesT3.DB3.","DBAttitudesT3.DB4.","DBAttitudesT3.DB5.","DBAttitudesT3.DB6.","DBAttitudesT3.DB7.","DBAttitudesT3.DB8.","DBAttitudesT3.DB9.","DBAttitudesT3.DB10.","DBAttitudesT3.DB11.","DBAttitudesT3.DB12.","DBAttitudesT3.DB13.","DBAttitudesT3.DB14.","DBAttitudesT3.DB15.","DBAttitudesT3.DB16.","DBAttitudesT3.DB17.","DBAttitudesT3.DB18.","DBAttitudesT3.DB19.","DBAttitudesT3.DB20.","DBAttitudesT3.DB21.","DBAttitudesT3.DB22.","DBAttitudesT3.DB23.","Failed_Attention_Final","TransformedNumberTotalAfter","TransformedQuantTotalAfter","RedNumberTotalAfter","RedQuantTotalAfter","PoultryNumberTotalAfter","PoultryQuantTotalAfter","FishNumberTotalAfter","TotalTargetMeatAfter","TotalQuantTargetMeatAfter","Physical2","Nature2","QuantityRed2","QuantityTransfo2","QuantityPoultry2","QuantityFish2","QuantityAnimals2","QuantityVegetals2","Context2","RespectChallenge","MeatDiminishRed","MeatDiminishTransfo","Perceptions.Perc1.","Perceptions.Perc2.","Perceptions.Perc3.","Failed_Attention_Confirmation","perceived_norms","self_control","environmental_prepotency","perceived_control","DBFactor1T0","DBFactor2T0","DBFactor3T0","DBFactor4T0","DBFactor5T0","DB_IndexT0","DBFactor1T1","DBFactor2T1","DBFactor3T1","DBFactor4T1","DBFactor5T1","DB_IndexT1","DBFactor1T2","DBFactor2T2","DBFactor3T2","DBFactor4T2","DBFactor5T2","DB_IndexT2","DBFactor1T3","DBFactor2T3","DBFactor3T3","DBFactor4T3","DBFactor5T3","DB_IndexT3","Pro_reduction","Attention_failed","Condition","Red_reduction","Processed_reduction","Poultry_reduction","Fish_increase","Eat_Target_Meat","Het","Hom","ID_Group_all"
283,33,0,12,"A1","A1","A1","A1","A3","A3",NA,"A3",NA,"A3",NA,0,"A1","A1",0,"A1",0.142857142857143,"A2",NA,8,NA,NA,7,4,2,7,7,5,7,5,3,4,3,5,3,3,7,5,5,3,2,2,2,4,5,4,5,5,5,5,7,5,5,7,7,2,4,3,3,5,5,6,4,4,4,3,3,5,0,1,0.285714285714286,1,0.428571428571429,0,5,4,5,5,5,5,5,5,5,7,4,2,2,4,5,5,5,5,5,5,3,3,5,4,200,0,0,0,0,0,4,200,"A2",0,1,1,1,0,0,0,0,5,5,6,6,4,7,7,7,6,7,3,3,2,2,4,4,4,4,5,3,4,5,5,0,5,200,3,500,0,0,5,8,700,"A1",1,1,1,1,1,0,0,0,1,1,1,6,7,7,0,11.5,59,3,9,5.33333333333333,4.75,3.5,5.66666666666667,2.33333333333333,1.20833333333333,5.16666666666667,6,3,5.33333333333333,4,1.47222222222222,4.83333333333333,5.5,3,5,5,0.833333333333333,5.5,6.75,2.5,4,4,2.625,1,0,"Control",0,0,0,1,1,0,0,"283"
284,61,0,15,"A2","A1","A1","A1","A3","A3",NA,"A3",NA,"A3",NA,0,"A3","A3",NA,"A3",NA,"A3",NA,22,NA,NA,5,4,5,5,5,6,5,5,4,5,4,4,4,3,5,4,4,3,3,3,3,3,6,5,3,5,5,5,5,3,4,3,3,3,3,3,3,4,4,4,3,4,3,4,3,5,0,1,0.285714285714286,1,0,0,5,3,5,3,5,5,3,3,4,4,3,3,3,1,4,4,4,3,3,3,4,3,3,2,100,1,100,2,200,1,3,200,"A2",0,1,0,0,0,1,0,0,5,4,5,5,5,5,5,5,4,4,3,3,3,3,4,4,4,3,4,3,4,4,5,0,0,0,1,100,1,100,2,1,100,"A3",1,1,1,1,0,1,0,0,1,1,1,5,5,4,0,15,49,3.66666666666667,9.5,5,4.75,3.75,4.33333333333333,3,1.18055555555556,4.66666666666667,3.25,3,4,3.33333333333333,0.513888888888889,4.33333333333333,3.5,2.5,4,3,0.75,4.83333333333333,4.5,3,4,3.33333333333333,1.22222222222222,1,0,"Control",0,1,1,1,1,0,0,"284"
285,33,0,15,"A1","A1","A1","A1","A2","A2",NA,"A2",NA,"A2",NA,0,"A2","A2",NA,"A2",NA,"A2",NA,18,NA,NA,4,4,3,4,4,4,4,3,3,3,5,5,5,4,5,5,5,4,4,5,4,4,4,4,6,4,7,4,5,5,5,3,4,6,6,5,4,7,6,6,5,5,5,6,4,4,0,1,0.428571428571429,1,0.285714285714286,0,5,6,5,6,4,5,5,4,3,4,5,5,5,4,7,6,6,5,5,4,5,4,4,2,62.5,4,250,5,475,0,6,312.5,"A2",0,1,0,0,0,0,0,1,4,4,4,5,4,4,5,4,3,4,5,5,5,4,6,5,5,4,4,5,5,4,4,0,3,62.5,4,400,3,225,0,7,462.5,"A2",0,0,1,0,0,0,0,1,1,0,1,5,3,3,0,15,51,3.66666666666667,6,3.83333333333333,3.25,4.75,5,4.33333333333333,-1.15277777777778,5,4.25,5.25,6.33333333333333,5,-0.902777777777778,5.16666666666667,4,4.75,6.33333333333333,4.66666666666667,-0.666666666666666,4.16666666666667,4,4.75,5.33333333333333,4.33333333333333,-0.722222222222221,0,0,"Control",0,0,1,0,1,0,0,"285"
286,54,0,15,"A1","A1","A1","A1","A2","A2",NA,"A2",NA,"A2",NA,0,"A3","A3",NA,"A3",NA,"A3",NA,15,NA,NA,1,5,1,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,4,4,2,4,3,5,4,6,5,5,5,4,5,6,5,6,6,6,6,5,4,5,5,3,5,0,0,NA,0,NA,0,4,4,3,5,4,6,5,5,5,5,6,6,6,5,6,6,6,5,4,5,5,3,5,9,500,4,400,3,300,2,13,900,"A2",0,0,0,0,1,0,0,0,3,4,3,5,4,6,6,5,4,5,6,5,6,6,6,6,6,5,4,5,5,3,5,0,7,400,5,500,2,200,1,12,900,"A2",0,0,0,0,0,0,0,0,2,0,0,5,4,4,0,13.5,55,4.33333333333333,8,3.5,4.75,5,5,4.33333333333333,-0.652777777777778,4,4.75,5.5,6,4.66666666666667,-1.01388888888889,4.33333333333333,5,5.75,6,4.66666666666667,-0.805555555555556,4.16666666666667,5,5.75,6,4.66666666666667,-0.888888888888888,0,0,"Control",0,1,1,0,1,0,0,"286"
287,33,1,14,"A1","A1","A1","A1","A2","A2",NA,"A2",NA,"A2",NA,0,"A1","A1",0.428571428571429,"A1",0.285714285714286,"A2",NA,31,NA,NA,3,2,2,5,4,3,5,5,3,3,5,5,5,5,5,4,6,4,1,3,3,5,3,3,3,4,5,4,6,7,5,3,5,5,5,5,3,7,4,6,5,3,4,5,6,4,0,1,0.285714285714286,1,0.142857142857143,0,5,4,4,5,4,6,7,4,3,5,5,5,5,5,7,4,5,5,1,3,5,5,4,9,1075,0,0,2,200,4,9,1075,"A2",0,0,0,0,1,0,0,0,6,4,4,5,4,5,7,5,3,5,5,6,5,5,6,6,6,5,1,3,3,7,5,0,6,450,2,220,3,420,0,8,670,"A2",1,1,0,0,0,0,1,1,1,1,0,7,7,5,0,18,49,4.33333333333333,6,3.16666666666667,4,5,5,2.66666666666667,-0.638888888888889,4.16666666666667,5,4.5,5.66666666666667,4,-0.138888888888888,4.66666666666667,4.75,5,5.33333333333333,3,0.26388888888889,4.66666666666667,5,5.25,6,3,0.0833333333333339,0,0,"Control",0,1,0,0,1,0,0,"287"
288,22,0,15,"A4","A2","A1","A1","","",NA,"A4",NA,"",NA,0,"A4","A4",NA,"A4",NA,"A4",NA,99,NA,NA,7,4,7,6,4,7,7,7,2,3,2,2,2,1,6,5,4,2,3,1,2,2,6,7,4,7,6,4,7,7,6,2,5,2,2,2,2,6,5,4,2,2,1,2,2,6,0,2,NA,2,NA,0,7,4,7,6,6,7,7,7,1,5,2,2,2,2,6,6,4,2,2,1,2,2,6,2,37.5,0,0,1,75,2,2,37.5,"A3",1,2,0,0,1,0,0,1,7,4,6,5,5,7,6,6,1,4,2,2,2,2,6,5,4,2,2,1,2,2,6,0,0,0,0,0,0,0,0,0,0,"A2",0,2,2,2,2,0,0,1,2,2,2,5,3,3,0,11.5,55,4,8,5.83333333333333,4.75,1.75,5,2,2.375,5.83333333333333,5,2,5,1.66666666666667,2.52777777777778,6.16666666666667,5,2,5.33333333333333,1.66666666666667,2.58333333333333,5.66666666666667,4.25,2,5,1.66666666666667,2.06944444444445,1,0,"Control",0,1,1,0,1,0,0,"288"
289,57,0,14,"A1","A1","A1","A1","A3","A3",NA,"A3",NA,"A3",NA,0,"A1","A1",0.107142857142857,"A1",0.142857142857143,"A3",NA,54,NA,NA,4,3,5,5,5,5,6,7,7,7,4,3,3,6,7,5,5,3,1,7,4,1,7,7,7,7,7,7,1,7,7,7,7,1,1,1,1,7,1,5,1,1,1,6,1,7,0,0,NA,0,NA,0,7,7,7,7,7,1,7,7,7,7,7,1,1,1,7,1,5,1,7,1,1,1,7,3,300,1,100,0,0,1,4,400,"A2",1,0,0,1,0,0,0,1,7,7,7,7,7,1,7,7,7,7,1,1,1,1,7,7,5,1,1,1,1,1,7,0,0,0,0,0,0,0,1,0,0,"A2",0,1,1,1,0,0,0,0,1,1,1,7,7,7,0,9.5,57,4.33333333333333,10,4.5,6.75,4,5.66666666666667,3.66666666666667,1.18055555555556,6,7,1,4.33333333333333,1,4.38888888888889,6,7,2.5,4.33333333333333,3,3.22222222222222,6,7,1,6.33333333333333,1,3.72222222222222,1,0,"Control",1,1,0,0,1,0,0,"289"
290,52,0,17,"A4","A2","A2","A2","","A4",NA,"A4",NA,"A4",NA,0,"A4","A4",NA,"A4",NA,"A4",NA,55,NA,NA,5,5,4,6,5,6,7,7,7,7,1,4,3,4,2,3,4,3,2,2,4,2,6,5,7,4,6,4,6,7,7,7,7,1,2,4,4,4,3,4,4,1,2,4,3,5,0,2,NA,2,NA,0,5,6,4,5,4,7,7,7,7,7,2,2,2,4,4,3,4,2,2,1,4,2,5,0,0,0,0,0,0,4,0,0,"A2",0,2,2,2,0,0,0,0,5,6,4,5,5,7,7,7,7,7,3,5,5,4,4,3,4,1,1,4,4,2,5,0,0,0,0,0,0,0,1,0,0,"A2",0,2,2,2,0,0,0,0,2,2,2,5,4,4,0,14,51,4,9,5.16666666666667,7,3,3,2.33333333333333,3.30555555555556,5.33333333333333,7,2.75,3.66666666666667,2.33333333333333,3.25,5.16666666666667,7,2.5,3.66666666666667,1.66666666666667,3.47222222222222,5.33333333333333,7,4.25,3.66666666666667,2,2.86111111111111,1,0,"Control",0,0,0,0,0,0,0,"290"
291,51,0,15,"A1","A1","A1","A1","A3","A3",NA,"A3",NA,"A3",NA,0,"A1","A1",0.142857142857143,"A1",0.285714285714286,"A1",0.285714285714286,62,NA,NA,5,7,5,5,4,5,6,7,4,4,3,3,3,3,5,5,6,2,1,3,5,7,4,7,7,7,7,4,6,7,7,5,5,4,4,4,3,4,5,5,2,1,2,3,5,5,0,1,0.142857142857143,1,0.285714285714286,0,6,6,7,5,4,5,6,6,5,5,4,4,2,3,4,5,5,2,1,2,4,5,5,3,150,2,200,4,300,2,5,350,"A1",0,1,0,0,0,0,0,1,7,7,7,6,6,6,5,7,5,4,3,3,4,2,4,5,5,1,1,1,3,5,5,0,1,50,3,275,1,100,2,4,325,"A2",0,1,0,0,1,0,1,0,2,1,1,6,5,5,0,12.5,54,4.66666666666667,9.5,5.16666666666667,5.25,3,5.33333333333333,2,1.76388888888889,6.33333333333333,6,3.75,4.66666666666667,1.66666666666667,2.80555555555555,5.5,5.5,3.25,4.66666666666667,1.66666666666667,2.30555555555556,6.5,5.25,3,4.66666666666667,1,2.98611111111111,1,0,"Control",0,1,1,0,1,0,0,"291"
292,59,0,14,"A1","A1","A1","A1","A2","A2",NA,"A2",NA,"A2",NA,0,"A2","A2",NA,"A2",NA,"A2",NA,15,NA,NA,3,2,2,5,4,4,4,4,5,5,5,5,5,5,6,6,6,6,5,6,6,5,4,1,2,3,5,2,4,5,4,7,7,5,5,6,6,6,6,6,5,6,5,5,4,3,0,1,0.285714285714286,1,0.428571428571429,0,5,2,3,5,4,6,6,4,7,7,5,5,5,4,5,6,6,5,4,3,4,4,3,5,250,9,852,2,150,2,14,1102,"A2",0,0,0,0,0,0,0,0,3,3,4,2,4,5,5,4,7,7,5,5,5,4,5,6,5,5,4,5,5,4,3,0,4,250,2,200,1,100,1,6,450,"A2",1,1,1,0,0,0,1,0,1,1,1,5,4,5,0,14,51,4.33333333333333,9.5,3.33333333333333,4.5,5,6,5.66666666666667,-1.63888888888889,2.83333333333333,5.75,5.5,6,5.33333333333333,-1.31944444444444,4.16666666666667,6,4.75,5.66666666666667,4,0.277777777777778,3.5,5.75,4.75,5.33333333333333,4.66666666666667,-0.291666666666667,0,0,"Control",1,1,1,0,1,0,0,"292"
293,33,0,17,"A1","A1","A1","A1","A2","A2",NA,"A2",NA,"A2",NA,0,"A1","A1",0.107142857142857,"A3",NA,"A2",NA,20,NA,NA,3,3,5,7,3,3,6,5,4,5,3,4,4,3,2,5,7,6,5,7,5,7,4,7,3,5,7,5,5,2,7,2,7,4,4,5,7,7,7,7,7,1,7,7,7,5,0,1,0.142857142857143,1,0.142857142857143,0,5,2,6,7,4,7,6,7,3,6,5,5,6,7,4,6,7,7,1,6,7,5,5,7,450,1,100,3,420,0,8,550,"A2",0,1,0,1,0,1,0,0,7,3,4,6,5,7,5,6,4,7,4,5,5,6,5,6,7,7,2,7,7,5,5,0,3,250,3,300,2,350,1,6,550,"A2",0,0,0,1,0,0,0,1,1,0,1,6,5,4,0,17,38,4.33333333333333,8,4,5,3.5,4.66666666666667,6,-0.222222222222222,5.33333333333333,4.5,5,7,5,-0.750000000000001,5.16666666666667,5.5,5.75,5.66666666666667,4.66666666666667,-0.0277777777777777,5.33333333333333,5.5,5,6,5.33333333333333,-0.0277777777777777,0,0,"Control",0,1,1,1,1,0,0,"293"
294,60,1,17,"A1","A1","A2","A1","A2","A2",NA,"A2",NA,"A2",NA,0,"A1","A1",0.428571428571429,"A1",0.428571428571429,"A1",0.285714285714286,54,NA,NA,3,2,2,4,4,6,7,7,3,3,5,5,5,5,5,6,6,5,5,5,3,2,4,2,5,5,5,5,7,7,6,7,7,5,4,2,2,4,7,7,2,2,2,3,1,5,0,1,0.285714285714286,1,0.428571428571429,0,5,5,5,5,6,7,7,6,7,4,6,6,2,2,4,6,6,5,5,4,1,2,2,0,0,3,380,0,0,3,3,380,"A2",0,1,2,1,0,0,0,0,3,4,5,5,4,7,7,7,6,5,5,4,2,2,5,6,6,5,4,3,3,2,5,0,4,150,0,0,2,280,0,4,150,"A2",0,1,1,1,0,0,0,0,1,2,1,6,6,4,1,15,54,4,7,3.5,5,5,5.66666666666667,5,-0.972222222222222,4.83333333333333,6.75,3.25,6,2,2.04166666666667,5.5,6,4,5.33333333333333,4.66666666666667,1.08333333333333,4.66666666666667,6.25,3.25,5.66666666666667,4,1.15277777777778,0,0,"Control",1,0,0,0,1,0,0,"294"
295,50,0,15,"A1","A1","A1","A1","A2","A2",NA,"A2",NA,"A2",NA,0,"A3","A3",NA,"A3",NA,"A3",NA,17,NA,NA,5,2,4,5,3,3,5,5,3,3,5,5,3,5,7,7,7,1,1,5,4,5,3,5,3,4,5,5,5,5,6,2,3,5,5,5,3,7,7,7,2,2,7,5,5,3,0,1,0.142857142857143,1,0.428571428571429,0,5,2,6,5,2,5,6,6,2,2,6,5,5,4,7,7,7,2,2,6,5,7,2,2,150,3,320,1,100,1,5,470,"A2",0,0,0,0,0,0,0,0,5,3,5,5,2,3,5,5,2,2,5,5,5,4,7,7,7,1,2,7,5,7,3,0,0,0,3,320,0,0,4,3,320,"A2",0,1,0,0,0,0,0,0,2,1,2,5,4,2,0,13,60,4.66666666666667,9.5,3.66666666666667,4,4.5,7,2.33333333333333,-0.777777777777779,4.5,4,4.5,7,3.66666666666667,-0.805555555555555,4.16666666666667,4,5,7,3.33333333333333,-1.02777777777778,3.83333333333333,3.5,4.75,7,3.33333333333333,-1.36111111111111,0,0,"Control",0,1,1,1,1,0,0,"295"
296,39,0,14,"A1","A1","A1","A1","A2","A2",NA,"A2",NA,"A2",NA,0,"A1","A1",0,"A3",NA,"A3",NA,30,NA,NA,5,4,3,5,3,5,6,7,1,1,5,6,5,7,4,4,7,1,4,4,4,4,4,2,5,7,7,3,7,7,7,3,3,5,5,5,6,3,6,7,3,3,3,5,3,3,0,1,0,1,0,0,5,5,5,7,4,7,7,7,3,3,5,5,5,5,4,5,7,3,3,3,3,3,4,0,0,4,400,1,200,2,4,400,"A2",0,0,2,0,1,0,0,0,3,5,4,7,4,7,7,7,4,4,5,6,5,5,4,5,6,3,3,4,4,3,5,0,0,0,6,700,2,200,2,6,700,"A2",0,0,2,1,1,1,1,0,2,0,2,7,5,5,0,13,50,4.33333333333333,9,4.16666666666667,3.75,5.75,5,3,-0.625,5.16666666666667,5,5.25,5.33333333333333,3,0.555555555555556,5.5,5,5,5.33333333333333,3,0.805555555555556,5,5.5,5.25,5,3.33333333333333,0.722222222222222,0,0,"Control",0,0,0,0,1,0,0,"296"
297,56,1,14,"A2","A1","A1","A1","A3","A3",NA,"A3",NA,"A3",NA,0,"A3","A3",NA,"A3",NA,"A3",NA,43,NA,NA,4,5,5,6,5,6,6,7,5,5,1,1,1,1,4,7,5,2,1,1,1,1,7,6,6,6,6,6,6,7,6,6,6,3,3,3,3,5,7,5,2,2,5,3,3,6,0,1,0.142857142857143,1,0.142857142857143,0,6,6,6,6,6,6,6,6,6,6,3,3,3,3,5,6,4,2,2,2,4,2,6,1,100,0,0,1,200,0,1,100,"A2",0,0,0,0,0,0,0,0,5,5,5,5,5,6,5,6,6,6,2,3,2,2,6,6,5,2,2,2,2,2,6,0,2,50,0,0,0,0,0,2,50,"A3",0,0,0,0,0,0,0,0,2,1,0,5,5,5,0,13.5,28,3.33333333333333,10,5.16666666666667,5.75,1,5.33333333333333,1.33333333333333,2.90277777777778,6,6.25,3,5.66666666666667,3,2.23611111111111,6,6,3,5,2,2.66666666666667,5.16666666666667,5.75,2.25,5.66666666666667,2,2.15277777777778,1,0,"Control",0,0,1,0,1,0,0,"297"
298,43,0,15,"A1","A1","A1","A1","A1","A1",0.142857142857143,"A1",0.142857142857143,"A2",NA,0,"A1","A1",0.285714285714286,"A1",0.142857142857143,"A1",0.285714285714286,25,NA,NA,5,3,5,6,5,4,7,7,5,5,4,4,3,5,5,6,6,4,3,4,4,4,5,5,4,6,6,5,4,6,6,6,6,4,4,4,5,6,5,5,5,4,4,4,4,6,0,1,0.285714285714286,1,0.142857142857143,0,6,4,6,6,4,5,7,7,7,7,3,3,3,4,4,6,5,5,4,4,4,4,6,6,275,4,300,2,150,3,10,575,"A3",1,0,0,0,0,0,0,0,5,4,5,5,4,5,7,7,6,6,3,3,3,4,5,5,5,4,4,3,2,4,5,0,0,0,0,0,1,50,4,0,0,"A3",1,1,1,1,1,0,1,0,1,1,1,6,5,5,0,15,39,3.66666666666667,7,4.66666666666667,6,4,5.66666666666667,3.66666666666667,0.888888888888889,5,6,4.25,5.33333333333333,4.33333333333333,0.861111111111112,5.16666666666667,7,3.25,5,4.33333333333333,1.88888888888889,4.66666666666667,6.5,3.25,5,3.66666666666667,1.61111111111111,1,0,"Control",1,1,1,1,1,0,0,"298"
299,23,0,15,"A5","A2","A2","A2","","A4",NA,"A4",NA,"A4",NA,0,"A4","A4",NA,"A4",NA,"A4",NA,57,NA,NA,7,6,7,7,4,7,7,7,6,7,1,1,2,1,3,7,6,2,1,1,2,1,5,6,6,7,7,4,7,7,6,7,7,1,1,2,1,3,7,6,1,1,1,1,1,5,0,2,NA,2,NA,0,6,7,7,7,4,7,7,6,7,7,1,1,2,1,2,7,6,1,1,1,2,1,5,0,0,0,0,0,0,0,0,0,"A2",0,2,2,2,2,1,0,0,7,6,7,7,4,7,7,6,7,7,1,1,2,1,3,7,5,1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,"A2",0,2,2,2,2,0,0,0,2,2,2,5,4,1,0,11.5,26,4.33333333333333,10,6.33333333333333,6.75,1.25,5.33333333333333,1.33333333333333,3.90277777777778,6.16666666666667,6.75,1.25,5.33333333333333,1,3.93055555555556,6.33333333333333,6.75,1.25,5,1,4.125,6.33333333333333,6.75,1.25,5,1,4.125,1,0,"Control",0,0,0,0,0,0,0,"299"
300,50,0,15,"A1","A1","A1","A1","A2","A2",NA,"A2",NA,"A2",NA,0,"A1","A1",0.571428571428571,"A3",NA,"A2",NA,79,NA,NA,3,2,1,7,3,3,3,6,4,3,5,5,5,7,5,7,7,7,1,7,5,4,3,4,4,2,6,5,7,7,7,5,5,5,7,6,7,5,7,7,7,6,7,7,5,3,0,1,0.428571428571429,0,NA,0,4,4,3,7,3,6,6,6,5,4,7,7,7,7,7,7,7,7,6,5,6,7,3,3,230,5,500,4,400,4,8,730,"A2",0,0,0,0,0,0,0,0,3,3,2,5,3,6,5,6,5,4,6,7,5,7,7,7,7,5,4,5,5,5,3,0,2,100,2,300,0,0,1,4,400,"A2",0,1,0,0,0,0,0,0,1,1,1,7,5,4,0,18,58,4.33333333333333,10,3.16666666666667,4,5.5,6.33333333333333,5,-2.02777777777778,4.66666666666667,6,6.25,6.33333333333333,6.66666666666667,-1.08333333333333,4.5,5.25,7,7,6,-1.79166666666667,3.66666666666667,5,6.25,7,4.66666666666667,-1.63888888888889,0,0,"Control",1,1,1,0,1,0,0,"300"
301,55,0,11,"A1","A1","A1","A1","A3","A3",NA,"A3",NA,"A3",NA,0,"A1","A1",0.285714285714286,"A1",0.142857142857143,"A2",NA,65,NA,NA,4,4,7,7,4,7,7,7,4,7,7,7,7,6,7,7,7,6,7,7,7,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,6,7,4,5,3,7,0,2,NA,0,NA,0,7,7,7,7,6,7,7,6,7,7,6,7,6,4,7,7,7,6,7,2,7,2,7,1,50,5,300,7,500,1,6,350,"A2",0,0,0,0,0,0,1,0,7,4,7,7,7,7,7,5,4,7,4,7,5,4,7,7,7,5,6,5,7,4,7,0,1,100,1,100,11,600,1,2,200,"A2",0,1,1,0,0,0,0,0,1,1,1,7,7,7,0,15,37,4.33333333333333,10,5.5,6.25,6.75,7,6.66666666666667,-0.930555555555556,7,7,6.25,7,5.66666666666667,0.694444444444444,6.83333333333333,6.75,5.75,7,5,0.874999999999999,6.5,5.75,5,7,5.33333333333333,0.347222222222222,0,0,"Control",1,0,0,0,1,0,0,"301"
302,26,1,15,"A2","A1","A1","A1","A1","A1",0,"A1",0,"A1",0.142857142857143,0,"A1","A1",0.107142857142857,"A1",0.142857142857143,"A1",0.285714285714286,46,NA,NA,5,4,4,4,5,4,5,5,5,5,4,3,3,3,5,4,5,3,2,2,4,3,5,5,5,5,4,4,4,5,5,5,4,4,4,4,3,4,3,4,2,2,5,4,5,6,0,1,0.142857142857143,1,0.142857142857143,0,5,5,5,4,5,4,5,5,5,5,4,4,4,3,5,3,4,2,2,3,4,4,6,4,325,1,75,3,250,1,5,400,"A2",0,0,0,0,0,0,0,0,5,5,4,5,5,4,6,6,5,5,4,3,4,4,5,3,5,3,2,3,4,4,5,0,3,125,2,280,5,450,1,5,405,"A2",0,0,0,0,0,0,0,1,2,0,0,5,4,4,0,10,42,3.33333333333333,6.5,4.33333333333333,5,3.25,4.66666666666667,2.33333333333333,1.25,4.5,4.75,3.75,3.66666666666667,3,1.15277777777778,4.66666666666667,5,3.75,4,2.33333333333333,1.47222222222222,4.66666666666667,5.5,3.75,4.33333333333333,2.66666666666667,1.5,1,0,"Control",0,1,0,0,1,0,0,"302"
303,51,1,20,"A1","A1","A1","A1","A1","A1",0.285714285714286,"A1",0.428571428571429,"A1",0.285714285714286,0,"A1","A1",0.571428571428571,"A1",0.428571428571429,"A3",NA,15,NA,NA,5,5,6,6,7,7,7,4,5,6,3,3,2,5,4,6,5,5,5,4,4,5,4,5,3,3,5,5,5,6,6,7,6,3,2,3,5,3,6,5,5,6,3,5,5,3,0,1,0.428571428571429,1,0.428571428571429,0,5,3,4,5,5,5,6,6,6,7,3,3,2,5,3,7,3,5,5,3,5,5,3,7,500,3,200,1,180,4,10,700,"A2",0,0,0,0,0,0,0,0,5,5,5,5,5,6,6,6,7,7,3,3,4,3,2,6,5,3,6,4,3,5,4,0,2,200,1,200,6,600,3,3,400,"A2",0,0,0,0,0,0,0,0,1,1,1,7,6,5,0,11,50,3.66666666666667,8,6,5.5,3.25,5,4.66666666666667,1.44444444444444,4.33333333333333,6.25,3.25,4.66666666666667,4.66666666666667,1.09722222222222,4.5,6.25,3.25,4.33333333333333,4.33333333333333,1.40277777777778,5.16666666666667,6.5,3.25,4.33333333333333,4.33333333333333,1.86111111111111,1,0,"Control",1,1,0,0,1,0,0,"303"
