ID,Age,Genre,Education,CurrentRegime,ConsoRed,ConsoTransfo,ConsoPoultry,QIntentionsConsoT0,QIntentionsTransfoT0,QTransfoIntensityT0,QIntentionsRedT0,QRedIntensityT0,QIntentionsPoulT0,QPoulIntensityT0,Failed_Attention_DB1,QIntentionsConsoT1,QIntentionsTransfoT1,QTransfoIntensityT1,QIntentionsRedT1,QRedIntensityT1,QIntentionsPoulT1,QPoulIntensityT1,consultation_duration,MixedOpinions,ID_Group,DBAttitudesT0.DB1.,DBAttitudesT0.DB2.,DBAttitudesT0.DB3.,DBAttitudesT0.DB4.,DBAttitudesT0.DB5.,DBAttitudesT0.DB6.,DBAttitudesT0.DB7.,DBAttitudesT0.DB8.,DBAttitudesT0.DB9.,DBAttitudesT0.DB10.,DBAttitudesT0.DB11.,DBAttitudesT0.DB12.,DBAttitudesT0.DB13.,DBAttitudesT0.DB14.,DBAttitudesT0.DB15.,DBAttitudesT0.DB16.,DBAttitudesT0.DB17.,DBAttitudesT0.DB18.,DBAttitudesT0.DB19.,DBAttitudesT0.DB20.,DBAttitudesT0.DB21.,DBAttitudesT0.DB22.,DBAttitudesT0.DB23.,DBAttitudesT1.DB1.,DBAttitudesT1.DB2.,DBAttitudesT1.DB3.,DBAttitudesT1.DB4.,DBAttitudesT1.DB5.,DBAttitudesT1.DB6.,DBAttitudesT1.DB7.,DBAttitudesT1.DB8.,DBAttitudesT1.DB9.,DBAttitudesT1.DB10.,DBAttitudesT1.DB11.,DBAttitudesT1.DB12.,DBAttitudesT1.DB13.,DBAttitudesT1.DB14.,DBAttitudesT1.DB15.,DBAttitudesT1.DB16.,DBAttitudesT1.DB17.,DBAttitudesT1.DB18.,DBAttitudesT1.DB19.,DBAttitudesT1.DB20.,DBAttitudesT1.DB21.,DBAttitudesT1.DB22.,DBAttitudesT1.DB23.,Failed_Attention_DB2,QIntentionsTransfoT2,QTransfoIntensityT2,QIntentionsRedT2,QRedIntensityT2,DebateCondition,DBAttitudesT2.DB1.,DBAttitudesT2.DB2.,DBAttitudesT2.DB3.,DBAttitudesT2.DB4.,DBAttitudesT2.DB5.,DBAttitudesT2.DB6.,DBAttitudesT2.DB7.,DBAttitudesT2.DB8.,DBAttitudesT2.DB9.,DBAttitudesT2.DB10.,DBAttitudesT2.DB11.,DBAttitudesT2.DB12.,DBAttitudesT2.DB13.,DBAttitudesT2.DB14.,DBAttitudesT2.DB15.,DBAttitudesT2.DB16.,DBAttitudesT2.DB17.,DBAttitudesT2.DB18.,DBAttitudesT2.DB19.,DBAttitudesT2.DB20.,DBAttitudesT2.DB21.,DBAttitudesT2.DB22.,DBAttitudesT2.DB23.,TransformedNumberTotalBefore,TransformedQuantTotalBefore,RedNumberTotalBefore,RedQuantTotalBefore,PoultryNumberTotalBefore,PoultryQuantTotalBefore,FishNumberTotalBefore,TotalTargetMeatBefore,TotalQuantTargetMeatBefore,Physical1,Nature1,QuantityRed1,QuantityTransfo1,QuantityPoultry1,QuantityFish1,QuantityAnimals1,QuantityVegetals1,Context1,DBAttitudesT3.DB1.,DBAttitudesT3.DB2.,DBAttitudesT3.DB3.,DBAttitudesT3.DB4.,DBAttitudesT3.DB5.,DBAttitudesT3.DB6.,DBAttitudesT3.DB7.,DBAttitudesT3.DB8.,DBAttitudesT3.DB9.,DBAttitudesT3.DB10.,DBAttitudesT3.DB11.,DBAttitudesT3.DB12.,DBAttitudesT3.DB13.,DBAttitudesT3.DB14.,DBAttitudesT3.DB15.,DBAttitudesT3.DB16.,DBAttitudesT3.DB17.,DBAttitudesT3.DB18.,DBAttitudesT3.DB19.,DBAttitudesT3.DB20.,DBAttitudesT3.DB21.,DBAttitudesT3.DB22.,DBAttitudesT3.DB23.,Failed_Attention_Final,TransformedNumberTotalAfter,TransformedQuantTotalAfter,RedNumberTotalAfter,RedQuantTotalAfter,PoultryNumberTotalAfter,PoultryQuantTotalAfter,FishNumberTotalAfter,TotalTargetMeatAfter,TotalQuantTargetMeatAfter,Physical2,Nature2,QuantityRed2,QuantityTransfo2,QuantityPoultry2,QuantityFish2,QuantityAnimals2,QuantityVegetals2,Context2,RespectChallenge,MeatDiminishRed,MeatDiminishTransfo,Perceptions.Perc1.,Perceptions.Perc2.,Perceptions.Perc3.,Failed_Attention_Confirmation,perceived_norms,self_control,environmental_prepotency,perceived_control,DBFactor1T0,DBFactor2T0,DBFactor3T0,DBFactor4T0,DBFactor5T0,DB_IndexT0,DBFactor1T1,DBFactor2T1,DBFactor3T1,DBFactor4T1,DBFactor5T1,DB_IndexT1,DBFactor1T2,DBFactor2T2,DBFactor3T2,DBFactor4T2,DBFactor5T2,DB_IndexT2,DBFactor1T3,DBFactor2T3,DBFactor3T3,DBFactor4T3,DBFactor5T3,DB_IndexT3,Pro_reduction,Attention_failed,Condition,Red_reduction,Processed_reduction,Poultry_reduction,Fish_increase,Eat_Target_Meat,Het,Hom,ID_Group_all
103,55,0,12,A1,A1,A1,A1,A3,A3,,A3,,A3,,0,A1,A1,0.142857142857143,A1,0.107142857142857,A2,,74,1,M21,1,1,2,6,4,3,6,7,3,2,7,7,7,7,7,7,7,5,1,7,7,7,3,4,7,7,3,4,7,7,7,1,7,5,5,4,1,7,7,5,1,1,2,3,1,7,0,1,0.285714285714286,1,0.142857142857143,1,7,4,7,7,7,7,7,7,7,7,4,4,4,4,7,7,5,1,1,1,4,1,7,2,100,0,0,0,0,2,2,100,A2,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,5,4,4,3,7,7,7,1,1,1,1,1,7,0,0,0,0,0,1,100,0,0,0,A2,1,1,1,1,0,1,1,0,1,1,1,7,7,7,0,16.5,57,2,10,2.83333333333333,4.5,7,7,4.33333333333333,-2.44444444444444,5.33333333333333,5.5,3.75,6.33333333333333,1.33333333333333,1.61111111111111,6.5,7,4,6.33333333333333,1,2.97222222222222,7,7,4,7,1,3,0,0,Heterogeneous,0,1,0,0,1,1,0,M21
104,41,1,20,A1,A1,A1,A1,A3,A3,,A3,,A3,,0,A1,A1,0.428571428571429,A3,,A2,,74,1,M21,5,5,5,4,4,3,5,6,4,4,3,5,5,6,6,5,6,6,3,3,4,4,4,6,4,5,6,6,4,7,6,7,6,5,6,6,5,7,5,6,6,4,5,3,4,5,0,0,,0,,1,6,4,6,5,5,5,6,6,4,4,5,5,5,5,6,6,6,5,3,3,4,4,5,4,162,2,200,9,1150,4,6,362,A1,0,0,0,0,0,0,0,0,5,4,5,6,6,4,6,6,3,5,5,6,6,5,6,6,7,5,3,4,4,4,5,0,1,50,1,100,9,900,6,2,150,A2,0,0,0,0,0,0,0,0,1,0,0,5,4,2,0,15,55,4.66666666666667,10,4.33333333333333,4.75,4.75,5.66666666666667,4,-0.26388888888889,5.16666666666667,6.5,5.5,6,5,0.333333333333334,5.16666666666667,5,5,6,3.66666666666667,0.194444444444446,5,5,5.5,6.33333333333333,4,-0.277777777777778,0,0,Heterogeneous,1,1,0,1,1,1,0,M21
105,32,0,14,A1,A1,A1,A1,A2,A2,,A2,,A2,,0,A3,A3,,A3,,A3,,74,1,M21,3,5,5,4,3,5,5,4,3,3,7,5,5,6,7,6,7,5,5,5,6,4,4,4,3,5,5,4,5,5,3,4,4,6,5,5,6,7,7,7,5,4,5,5,4,5,0,1,0.714285714285714,1,0.285714285714286,1,5,5,7,7,4,7,7,4,6,6,7,4,3,5,7,7,7,3,3,5,5,5,5,5,250,1,100,5,500,1,6,350,A2,0,0,0,0,0,0,0,1,5,5,7,5,4,5,5,4,5,5,6,6,5,6,7,7,7,1,2,4,5,4,5,0,0,0,3,300,8,800,0,3,300,A2,1,0,0,0,0,0,0,1,0,0,0,7,5,4,0,19,48,3.66666666666667,9,4.16666666666667,3.75,5.75,6.66666666666667,5,-1.84722222222222,4.33333333333333,4,5.5,7,4.66666666666667,-1.55555555555556,5.83333333333333,5.75,4.75,7,3.66666666666667,0.652777777777778,5.16666666666667,4.75,5.75,7,2.33333333333333,-0.0694444444444438,0,0,Heterogeneous,0,1,0,0,1,1,0,M21
106,41,0,15,A2,A1,A2,A1,A2,A2,,A2,,A2,,0,A1,A1,0.107142857142857,A1,0.285714285714286,A2,,62,1,M22,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,3,4,3,4,3,5,5,5,5,7,6,6,6,4,6,6,4,4,4,4,5,5,5,3,4,3,6,3,6,0,1,0,1,0.285714285714286,1,5,5,5,7,7,6,7,6,4,5,4,4,4,4,5,5,5,3,3,3,5,4,5,2,50,4,400,5,550,1,6,450,A2,0,0,1,0,0,0,0,0,5,5,5,5,5,5,5,5,4,5,4,4,4,4,5,5,5,4,4,4,5,4,5,0,0,0,0,0,6,600,3,0,0,A2,0,1,1,0,0,0,1,0,1,1,1,5,5,5,0,11.5,49,3.33333333333333,7.5,5,5,4,5,3.33333333333333,0.888888888888888,5.66666666666667,5.5,4,5,3.33333333333333,1.47222222222222,5.83333333333333,5.5,4,5,3,1.66666666666667,5,4.75,4,5,4,0.541666666666667,1,0,Heterogeneous,1,1,0,1,1,1,0,M22
107,35,0,17,A2,A1,A1,A1,A1,A1,0.107142857142857,A1,0,A3,,0,A1,A3,,A4,,A1,0.142857142857143,62,1,M22,7,5,7,7,6,7,7,5,4,6,1,1,1,1,7,1,4,2,2,1,2,4,6,7,4,7,7,6,7,7,7,2,7,1,1,1,1,7,6,7,2,2,1,2,2,7,0,1,0,2,,1,7,6,7,7,7,7,7,7,7,7,1,1,1,1,7,4,3,2,2,2,2,2,6,3,75,0,0,0,0,4,3,75,A2,0,0,0,0,1,0,0,1,7,4,7,7,7,7,7,7,7,6,1,1,1,1,6,2,4,3,5,2,2,4,7,0,0,0,0,0,3,200,1,0,0,A2,1,2,1,1,0,0,0,0,1,2,1,4,2,5,0,8,49,4.33333333333333,8,6.5,5.5,1,4,1.66666666666667,3.77777777777778,6.33333333333333,5.75,1,6.66666666666667,1.66666666666667,2.93055555555555,6.83333333333333,7,1,4.66666666666667,2,4.36111111111111,6.5,6.75,1,4,3.33333333333333,3.84722222222222,1,0,Heterogeneous,0,1,0,0,1,1,0,M22
108,50,0,14,A2,A1,A1,A1,A1,A3,,A1,0.428571428571429,A1,0.428571428571429,0,A1,A1,0.107142857142857,A1,0.285714285714286,A2,,62,1,M22,7,4,5,5,6,7,5,7,3,4,3,2,2,1,7,6,6,5,4,3,3,6,7,6,4,5,5,4,5,6,5,3,4,2,2,2,2,7,7,7,3,4,3,4,6,7,0,1,0,1,0.142857142857143,1,6,4,6,6,4,7,7,7,2,2,1,1,2,1,7,7,7,4,4,2,3,6,6,3,150,2,400,4,425,2,5,550,A2,0,0,0,0,0,0,0,1,7,4,5,6,6,7,7,6,1,4,2,1,1,1,7,7,7,4,5,2,4,5,7,0,2,125,1,100,3,475,1,3,225,A3,0,1,0,0,0,1,0,1,1,1,0,5,6,5,0,20,47,4,9.5,5.66666666666667,4.75,2,6.33333333333333,4,1.09722222222222,4.83333333333333,4.5,2,7,3.33333333333333,0.555555555555554,5.5,4.5,1.25,7,3.33333333333333,1.13888888888889,5.83333333333333,4.5,1.25,7,3.66666666666667,1.19444444444444,1,0,Heterogeneous,1,1,1,0,1,1,0,M22
109,24,0,17,A1,A1,A1,A1,A3,A3,,A3,,A3,,0,A3,A3,,A3,,A3,,62,1,M22,5,4,5,6,4,3,5,5,3,5,5,5,6,5,5,5,5,5,4,5,5,3,4,7,5,5,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,3,4,5,3,6,0,1,0.142857142857143,1,0.428571428571429,1,6,4,5,6,5,6,6,6,6,6,4,5,5,5,6,5,5,4,4,4,5,4,5,4,200,1,100,2,350,1,5,300,A2,0,0,0,0,0,0,0,0,5,4,5,6,5,6,6,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,0,1,25,6,650,1,100,3,7,675,A2,1,0,0,0,0,0,0,1,0,0,0,3,3,3,0,14.5,47,3.33333333333333,7,4.5,4.5,5.25,5,4.66666666666667,-0.472222222222222,5.83333333333333,6,5,5,4,1.25,5.33333333333333,6,4.75,5.33333333333333,4,0.972222222222222,5.16666666666667,5.25,5,5,4.33333333333333,0.430555555555556,0,0,Heterogeneous,0,1,1,1,1,1,0,M22
110,29,1,17,A1,A1,A1,A1,A3,A3,,A3,,A3,,0,A3,A3,,A3,,A3,,62,1,M22,5,3,2,3,4,6,6,6,5,4,5,6,4,5,6,6,6,6,5,7,1,3,4,6,3,3,5,4,6,6,6,6,1,6,6,6,5,6,7,6,6,4,6,4,4,5,0,2,,1,0.142857142857143,1,5,4,2,4,6,6,6,6,6,2,6,6,6,5,6,6,6,6,6,6,4,4,5,0,0,0,0,3,90,0,0,0,A3,0,1,2,2,2,0,0,0,5,4,2,5,5,6,6,6,5,2,6,6,6,6,6,6,6,6,6,6,4,4,4,0,0,0,1,30,1,60,5,1,30,A3,0,1,2,1,0,0,0,0,2,2,2,6,5,5,0,16,27,3.33333333333333,8,3.83333333333333,5.25,5,6,6,-1.125,4.5,4.75,5.75,6.33333333333333,5.33333333333333,-1.18055555555555,4.5,5,5.75,6,6,-1.16666666666667,4.5,4.75,6,6,6,-1.375,0,0,Heterogeneous,0,0,1,1,1,1,0,M22
111,34,0,14,A1,A1,A1,A1,A2,A2,,A2,,A2,,0,A1,A4,,A1,0.107142857142857,A1,0.285714285714286,62,1,M22,6,3,4,5,5,4,6,6,2,2,7,7,7,7,7,7,7,7,6,6,7,2,4,7,7,7,7,7,7,7,7,7,7,5,5,4,4,7,5,7,5,1,1,5,3,7,0,1,0,1,0,1,7,7,7,7,5,7,7,7,5,7,3,2,3,4,7,5,7,2,1,3,5,1,7,3,150,5,540,2,200,4,8,690,A2,0,0,0,1,0,0,0,0,7,7,7,7,5,7,5,7,5,7,3,3,3,3,6,4,5,1,1,1,3,3,5,0,0,0,0,0,0,0,3,0,0,A2,1,1,2,1,0,1,1,0,1,1,2,7,7,7,0,15.5,62,4.33333333333333,10,4.5,4,7,7,6.33333333333333,-2.52777777777778,7,7,4.5,6.33333333333333,2.33333333333333,2.61111111111111,6.66666666666667,6.5,3,6.33333333333333,2,2.80555555555556,6.66666666666667,6,3,5,1,3.33333333333333,0,0,Heterogeneous,1,1,1,0,1,1,0,M22
112,40,0,11,A1,A1,A1,A1,A2,A2,,A2,,A2,,0,A2,A2,,A2,,A2,,67,0,H7,4,4,3,3,3,4,4,2,4,4,5,4,4,5,5,4,5,3,3,3,4,4,3,4,5,3,5,4,5,4,4,4,3,5,5,5,4,6,5,5,3,4,4,5,4,4,1,1,0.714285714285714,1,0.714285714285714,1,4,4,4,3,4,4,5,3,4,4,5,5,5,5,6,5,5,5,5,5,5,4,4,1,50,1,100,2,200,2,2,150,A2,0,2,0,0,0,0,0,0,4,3,2,4,1,5,3,4,2,2,5,5,4,5,5,6,6,5,6,6,3,5,4,0,4,350,6,620,0,0,1,10,970,A2,0,0,0,0,0,0,1,0,1,1,1,5,4,3,0,13.5,51,3.66666666666667,7.5,3.5,3.5,4.5,4.66666666666667,3,-0.555555555555556,4.33333333333333,3.75,4.75,5.33333333333333,3.66666666666667,-0.541666666666667,3.83333333333333,4,5,5.33333333333333,5,-1.19444444444444,3.16666666666667,2.75,4.75,5.66666666666667,5.66666666666667,-2.40277777777778,0,1,Homogeneous,0,0,1,0,1,0,1,H7
113,56,0,14,A1,A1,A1,A1,A2,A2,,A2,,A2,,0,A2,A2,,A2,,A2,,67,0,H7,6,5,2,4,4,5,4,7,5,4,7,7,7,7,7,4,7,3,6,7,7,3,2,5,5,2,4,6,4,7,7,6,4,7,7,7,7,7,7,7,4,4,7,3,4,6,0,1,0.285714285714286,1,0.428571428571429,1,7,4,4,4,7,5,7,7,7,4,7,7,7,7,7,7,7,4,6,7,4,4,6,7,400,4,450,2,305,4,11,850,A2,0,0,0,1,0,0,0,0,5,5,4,4,4,5,5,7,6,4,7,7,7,6,6,6,6,3,3,6,6,4,3,0,9,700,7,700,1,100,3,16,1400,A2,1,0,0,1,0,0,2,0,1,1,1,5,5,5,0,12.5,54,4.33333333333333,9,4.33333333333333,5,7,6,5.33333333333333,-1.44444444444444,4.33333333333333,6,7,7,5,-1.16666666666667,5.16666666666667,6.25,7,7,5.66666666666667,-0.847222222222222,4.5,5.5,6.75,6,4,-0.583333333333333,0,0,Homogeneous,0,0,1,0,1,0,1,H7
114,45,0,14,A1,A1,A1,A1,A2,A2,,A2,,A2,,0,A3,A3,,A3,,A3,,67,0,H7,6,5,4,5,4,4,4,4,4,5,5,4,4,4,6,7,7,4,3,2,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,4,4,6,5,6,4,3,4,4,3,5,1,0,,0,,1,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,5,4,2,4,4,4,4,2,100,0,0,0,0,6,2,100,A3,0,1,1,1,0,0,0,0,5,5,5,5,5,4,5,5,4,4,5,5,5,4,5,6,5,2,2,3,4,4,5,0,1,50,5,500,1,100,5,6,550,A3,0,1,1,1,0,0,0,0,1,0,0,5,4,4,0,15.5,47,4,7.5,4.66666666666667,4.25,4.25,6.66666666666667,3,-0.180555555555555,4.83333333333333,5,4.5,5.66666666666667,3.66666666666667,0.305555555555554,4.33333333333333,4,4,4.66666666666667,3.33333333333333,0.166666666666665,4.83333333333333,4.5,4.75,5.33333333333333,2.33333333333333,0.527777777777778,0,1,Homogeneous,0,1,0,0,1,0,1,H7
115,65,0,11,A1,A1,A2,A1,A2,A2,,A2,,A2,,0,A3,A3,,A3,,A3,,67,0,H7,4,4,4,3,3,4,5,5,3,3,6,6,6,6,7,7,7,4,4,4,5,4,3,1,2,3,4,2,4,4,5,3,3,6,6,6,6,7,7,6,4,3,4,5,5,3,0,2,,1,0.142857142857143,1,6,5,4,5,3,5,5,6,1,4,6,6,6,5,7,7,6,4,2,3,6,6,4,0,0,1,100,3,300,2,1,100,A2,0,1,2,0,1,0,0,0,3,2,3,4,2,4,6,6,3,2,6,6,6,6,7,5,6,3,3,3,6,6,4,0,0,0,4,400,2,200,0,4,400,A2,0,0,2,0,0,0,0,0,2,0,2,5,4,4,0,15,50,3.33333333333333,8,3.66666666666667,4,6,7,4,-1.83333333333333,2.66666666666667,3.75,6,6.66666666666667,3.66666666666667,-2.23611111111111,4.66666666666667,4,5.75,6.66666666666667,3,-0.805555555555555,3,4.25,6,6,3,-1.375,0,0,Homogeneous,0,0,1,0,1,0,1,H7
116,46,0,14,A1,A1,A1,A1,A2,A2,,A2,,A2,,0,A2,A2,,A2,,A2,,67,0,H7,1,1,1,2,3,5,5,5,4,2,5,5,5,5,7,7,7,5,2,6,6,7,3,5,3,2,5,3,5,5,5,4,5,5,5,5,6,6,5,7,5,3,5,6,6,4,1,1,0,0,,1,2,3,3,3,3,5,5,7,5,5,6,7,7,7,7,7,7,6,3,5,5,5,2,7,300,2,400,4,250,2,9,700,A2,0,0,0,1,0,0,0,0,3,3,3,5,3,5,5,7,4,5,6,6,6,6,7,7,7,5,5,5,5,6,3,0,0,0,3,275,1,100,0,3,275,A3,1,0,1,0,0,0,1,0,1,0,1,5,5,3,0,18.5,53,3.66666666666667,4.5,2.16666666666667,4,5,7,4.33333333333333,-2.36111111111111,3.83333333333333,4.75,5.25,6,4.33333333333333,-0.902777777777777,3.16666666666667,5.5,6.75,7,4.66666666666667,-1.80555555555556,3.66666666666667,5.25,6,7,5,-1.54166666666667,0,1,Homogeneous,0,1,1,0,1,0,1,H7
117,65,1,17,A1,A1,A1,A1,A2,A2,,A2,,A2,,0,A2,A2,,A2,,A2,,67,0,H7,3,4,1,5,4,4,4,5,1,1,6,5,5,4,7,6,4,4,3,2,6,3,4,3,5,4,6,4,4,5,5,3,3,7,6,6,3,6,5,5,4,4,4,6,6,4,0,0,,0,,1,3,5,4,6,4,4,5,5,3,2,6,6,7,3,5,6,4,3,3,5,7,5,3,2,75,2,250,4,400,2,4,325,A3,0,0,0,0,0,0,0,1,4,5,4,6,4,5,6,6,2,1,7,7,7,3,6,6,4,4,3,3,6,5,4,0,4,145,8,890,0,0,2,12,1035,A3,0,0,0,1,0,0,0,1,2,0,0,4,3,2,0,13.5,48,4,8,3.5,2.75,5,5.66666666666667,3,-1.43055555555556,4.33333333333333,4,5.5,5.33333333333333,4,-0.777777777777778,4.33333333333333,3.75,5.5,5,3.66666666666667,-0.680555555555556,4.66666666666667,3.75,6,5.33333333333333,3.33333333333333,-0.680555555555554,0,0,Homogeneous,0,0,1,0,1,0,1,H7
118,50,0,15,A2,A1,A1,A1,A1,A1,0.142857142857143,A1,0.285714285714286,A3,,0,A1,A1,0.142857142857143,A1,0.285714285714286,A3,,64,1,M24,5,5,6,7,6,5,5,4,4,4,4,4,4,4,5,4,5,3,2,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,5,2,4,3,3,3,4,3,5,1,1,0.142857142857143,1,0.285714285714286,1,5,5,5,5,5,5,5,7,5,5,4,5,4,3,5,4,4,3,3,3,4,5,7,3,100,2,200,3,300,7,5,300,A2,0,0,1,0,1,0,1,1,5,5,5,5,5,5,5,5,4,4,5,5,4,4,5,4,5,3,3,3,4,5,5,0,0,0,1,100,2,200,5,1,100,A2,0,1,1,0,0,0,0,0,1,1,1,5,5,4,0,10,61,3.66666666666667,8,5.66666666666667,4.25,4,4.66666666666667,2.66666666666667,1.18055555555556,5,5,3.5,3.66666666666667,3,1.61111111111111,5,5.5,4,4.33333333333333,3,1.47222222222222,5,4.5,4.5,4.66666666666667,3,0.694444444444444,1,1,Heterogeneous,1,1,1,0,1,1,0,M24
119,39,0,12,A2,A1,A1,A1,A1,A1,0.142857142857143,A1,0.285714285714286,A1,0.428571428571429,0,A1,A1,0.142857142857143,A1,0.107142857142857,A3,,64,1,M24,5,5,7,6,7,4,7,7,7,7,4,3,1,1,5,6,4,4,3,1,3,3,7,5,6,7,3,5,5,7,7,7,7,4,3,4,5,7,5,4,5,3,3,4,6,7,0,1,0.142857142857143,1,0.142857142857143,1,4,5,6,7,5,7,7,7,7,7,4,2,4,5,7,5,2,4,2,1,4,2,7,1,50,2,195,6,565,2,3,245,A2,0,1,1,0,0,0,1,0,7,7,7,7,4,6,7,6,6,7,4,4,4,1,5,5,4,2,1,5,4,1,7,0,1,120,2,210,2,210,2,3,330,A2,0,1,1,0,0,0,1,0,1,1,1,7,6,6,0,14,52,3.66666666666667,9.5,5.66666666666667,7,2.25,5,2.66666666666667,3.02777777777778,5.16666666666667,7,4,5.33333333333333,3.66666666666667,1.75,5.66666666666667,7,3.75,4.66666666666667,2.33333333333333,2.75,6.33333333333333,6.5,3.25,4.66666666666667,2.66666666666667,2.88888888888889,1,0,Heterogeneous,0,0,1,0,1,1,0,M24
120,54,0,15,A1,A1,A1,A1,A3,A3,,A3,,A3,,1,A1,A3,,A1,0.285714285714286,A2,,64,1,M24,4,4,4,5,4,4,5,5,5,5,5,5,5,4,7,7,6,5,6,4,5,4,4,4,4,4,5,5,6,6,6,6,6,5,5,5,4,6,6,6,5,5,4,5,5,4,0,0,,1,0.142857142857143,1,4,4,4,6,4,6,7,7,7,7,4,4,4,5,7,6,6,5,4,4,5,4,4,2,320,2,55,1,0,3,4,375,A1,0,0,0,0,1,0,0,1,4,2,4,5,4,6,7,6,7,6,4,4,4,5,6,6,6,5,5,4,5,6,3,1,6,325,1,100,1,100,0,7,425,A2,0,0,0,0,0,0,0,0,0,0,0,6,6,5,0,14,43,3.66666666666667,7.5,4.16666666666667,5,4.75,6.66666666666667,5,-0.888888888888888,4.66666666666667,6,4.75,6,4.66666666666667,0.194444444444445,4.66666666666667,7,4.25,6.33333333333333,4.33333333333333,0.861111111111112,4.16666666666667,6.5,4.25,6,4.66666666666667,0.361111111111112,0,1,Heterogeneous,1,0,0,0,1,1,0,M24
121,20,1,15,A1,A1,A1,A1,A2,A2,,A2,,A2,,0,A2,A2,,A2,,A2,,64,1,M24,2,4,4,5,2,4,6,5,5,5,4,4,5,6,7,6,7,5,5,5,4,5,3,3,4,3,5,2,4,6,6,5,5,5,5,5,7,6,7,7,6,4,4,4,4,4,0,1,0.428571428571429,0,,1,4,4,3,5,4,5,7,7,6,6,6,6,5,6,6,7,6,4,5,4,4,5,4,1,50,7,780,2,255,0,8,830,A2,0,0,0,0,0,0,0,1,3,4,3,5,2,5,6,6,5,2,6,5,4,7,7,7,7,4,4,4,4,5,4,0,1,50,3,255,2,120,1,4,305,A2,1,1,0,1,0,0,1,1,0,0,0,5,2,1,0,19,48,4,4,3.5,5.25,4.75,6.66666666666667,5,-1.09722222222222,3.5,5.5,5.5,6.66666666666667,4.66666666666667,-1.11111111111111,4.16666666666667,6.5,5.75,6.33333333333333,4.33333333333333,-0.138888888888888,3.66666666666667,4.75,5.5,7,4,-1.29166666666667,0,0,Heterogeneous,1,0,0,1,1,1,0,M24
122,57,1,14,A2,A1,A1,A1,A1,A1,0.142857142857143,A1,0.142857142857143,A2,,0,A1,A3,,A3,,A2,,74,1,M25,5,5,7,7,7,7,7,6,6,7,4,4,4,3,2,6,6,1,1,2,4,1,7,7,7,5,7,7,7,7,5,5,4,5,4,4,2,6,5,6,1,1,1,1,1,7,0,1,0.428571428571429,1,0.428571428571429,1,7,7,6,7,7,7,7,6,6,6,4,3,3,1,7,6,6,1,1,1,4,2,7,3,125,0,0,7,475,3,3,125,A2,0,0,0,0,0,0,0,1,7,7,7,7,7,7,7,5,5,7,4,3,2,1,6,5,5,1,1,1,4,2,7,0,1,25,0,0,0,0,4,1,25,A2,0,1,1,1,0,0,1,0,1,1,1,7,3,5,0,12,52,3.66666666666667,10,6.33333333333333,6.5,3.75,4.66666666666667,1.33333333333333,3.16666666666667,6.66666666666667,5.25,3.75,5.66666666666667,1,2.48611111111111,6.83333333333333,6.25,2.75,6.33333333333333,1,3.18055555555556,7,6,2.5,5.33333333333333,1,3.55555555555556,1,0,Heterogeneous,0,1,1,1,1,1,0,M25
123,58,0,14,A2,A1,A1,A1,A3,A3,,A3,,A3,,0,A3,A3,,A3,,A3,,74,1,M25,6,7,7,7,7,5,5,4,4,5,4,4,3,2,6,4,4,2,2,2,4,2,6,5,4,6,6,5,4,5,5,6,5,4,3,4,2,6,2,3,3,3,3,4,2,6,0,2,,1,0.142857142857143,1,5,5,6,6,6,6,5,5,5,5,3,3,3,3,5,4,3,3,3,3,4,3,6,4,200,4,400,3,300,2,8,600,A2,0,0,0,0,0,0,0,1,5,6,6,6,6,6,5,5,6,6,2,3,3,2,6,2,2,2,2,2,2,2,5,0,1,100,2,200,1,100,2,3,300,A2,1,1,1,0,0,0,1,0,1,1,1,5,4,4,0,12.5,53,3.33333333333333,8,6.5,4.5,3.25,4.66666666666667,2,2.19444444444444,5,5.25,3.25,3.66666666666667,3,1.81944444444444,5.66666666666667,5,3,4,3,2,5.83333333333333,5.5,2.5,3.33333333333333,2,3.05555555555555,1,0,Heterogeneous,1,1,1,0,1,1,0,M25
